REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance,nombre_actividad,clase_titulo,seccion_codigo,seccion_titulo,division_titulo
HND,810,194.0,2019,53,11,0,-1.1439451466634083,-1.8680238583022497,0.289431240958284,0.02175665854353447,0.12483449246495161,0.3593023758836715,0.710568759041716,"Extracción de piedra de cantera, arena y arcilla","Extracción de piedra, arena y arcilla",B,Explotación de minas y canteras,Explotación de otras minas y canteras
HND,899,5.0,2019,53,9,0,-1.1439451466634083,0.7375322912206715,0.25054109691625753,0.02175665854353447,0.6541646338167234,0.2213869302992535,0.7494589030837424,Explotación de otras minas y canteras n.c.p.,Explotación de otras minas y canteras n.c.p.,B,Explotación de minas y canteras,Explotación de otras minas y canteras
HND,910,1027.0,2019,53,4,1,-1.1439451466634083,-3.408596860739333,0.42263998419090654,0.02175665854353447,0.0,4.763077725360529,0.5773600158090935,Actividades de apoyo para la extracción de petróleo y gas natural,Actividades de apoyo para la extracción de petróleo y gas natural,B,Explotación de minas y canteras,Actividades de servicios de apoyo para la explotación de minas y canteras
HND,990,243.0,2019,53,6,1,-1.1439451466634083,-2.476831072126863,0.32437283138605266,0.02175665854353447,0.0,2.917234493004595,0.6756271686139473,Actividades de apoyo para otras actividades de explotación de minas y canteras,Actividades de apoyo para otras actividades de explotación de minas y canteras,B,Explotación de minas y canteras,Actividades de servicios de apoyo para la explotación de minas y canteras
HND,1010,5988.0,2019,53,11,1,-1.1439451466634083,-2.731995505386203,0.34509739840240783,0.02175665854353447,0.0,1.4623889718176992,0.6549026015975922,Elaboración y conservación de carne,Elaboración y conservación de carne,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1020,2923.0,2019,53,9,1,-1.1439451466634083,-1.1103123227429392,0.3607107035345514,0.02175665854353447,0.0,3.4558862960650076,0.6392892964654486,"Elaboración y conservación de pescado, crustáceos y moluscos","Elaboración y conservación de pescado, crustáceos y moluscos",C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1030,5454.0,2019,53,11,1,-1.1439451466634083,-2.337784346775491,0.35265379522611473,0.02175665854353447,0.0,4.015704081206445,0.6473462047738853,"Elaboración y conservación de frutas, legumbres y hortalizas","Elaboración y conservación de frutas, legumbres y hortalizas",C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1040,3994.0,2019,53,12,1,-1.1439451466634083,-1.9593409587785482,0.35295146243190256,0.02175665854353447,0.0,13.511767274628676,0.6470485375680974,Elaboración de aceites y grasas de origen vegetal y animal,Elaboración de aceites y grasas de origen vegetal y animal,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1050,4783.0,2019,53,15,1,-1.1439451466634083,-0.6257769830589928,0.3336298932384341,0.02175665854353447,0.0,2.740858584307015,0.6663701067615659,Elaboración de productos lácteos,Elaboración de productos lácteos,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1061,0.0,2019,53,11,0,-1.1439451466634083,-0.4499391441890539,0.29198541394854965,0.02175665854353447,0.4786062143126439,0.0,0.7080145860514504,Elaboración de productos de molienda,Elaboración de productos de molinería,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1062,330.0,2019,53,9,1,-1.1439451466634083,1.3175394917602476,0.29306013703046313,0.02175665854353447,0.0,5.048642778795328,0.7069398629695369,Elaboración de almidones y productos derivados del almidón,Elaboración de almidones y productos derivados del almidón,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1071,4601.0,2019,53,9,0,-1.1439451466634083,-1.2624531832420365,0.281675883409271,0.02175665854353447,0.4639193169030766,0.7821276461567264,0.718324116590729,Elaboración de productos de panadería,Elaboración de productos de panadería,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1072,2489.0,2019,53,7,1,-1.1439451466634083,-3.259271699797899,0.3827046578188626,0.02175665854353447,0.0,12.230604852198885,0.6172953421811374,Elaboración de azúcar,Elaboración de azúcar,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1073,200.0,2019,53,10,0,-1.1439451466634083,-2.6800711373117734,0.31675174305703735,0.02175665854353447,-0.001967946706596952,0.2553604991824546,0.6832482569429627,Elaboración de cacao y chocolate y de productos de confitería,Elaboración de cacao y chocolate y de productos de confitería,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1074,77.0,2019,53,8,0,-1.1439451466634083,-2.0531477857167135,0.2788361455114686,0.02175665854353447,0.24450883978222615,0.3306011816847896,0.7211638544885314,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares","Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1075,41.0,2019,53,7,0,-1.1439451466634083,4.148892242540875,0.2186694170229965,0.02175665854353447,1.3264426203427897,0.09738461871116452,0.7813305829770035,Elaboración de comidas y platos preparados,Elaboración de comidas y platos preparados,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1079,2207.0,2019,53,10,1,-1.1439451466634083,-1.7616518685526699,0.3492334865102947,0.02175665854353447,0.0,1.5522354661867195,0.6507665134897054,Elaboración de otros productos alimenticios n.c.p.,Elaboración de otros productos alimenticios n.c.p.,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1080,2036.0,2019,53,13,1,-1.1439451466634083,-0.8791064590615604,0.33708980787370274,0.02175665854353447,0.0,3.4663813579651976,0.6629101921262972,Elaboración de alimentos preparados para animales,Elaboración de piensos preparados para animales,C,Industrias manufactureras,Elaboración de productos alimenticios
HND,1101,87.0,2019,53,12,0,-1.1439451466634083,-1.4507976531168407,0.30246116440559306,0.02175665854353447,0.2650512235410507,0.43357027265615716,0.697538835594407,"Destilación, rectificación y mezcla de bebidas alcohólicas","Destilación, rectificación y mezcla de bebidas alcohólicas",C,Industrias manufactureras,Elaboración de bebidas
HND,1102,1.0,2019,53,6,0,-1.1439451466634083,-1.8124472961620488,0.28929539029784257,0.02175665854353447,0.23681379002979558,0.02177105981233647,0.7107046097021574,Elaboración de vinos,Elaboración de vinos,C,Industrias manufactureras,Elaboración de bebidas
HND,1103,925.0,2019,53,11,1,-1.1439451466634083,-0.31493009622355383,0.3299177073441091,0.02175665854353447,0.0,2.421855100444921,0.6700822926558909,Elaboración de malta y licores de malta,Elaboración de bebidas malteadas y de malta,C,Industrias manufactureras,Elaboración de bebidas
HND,1104,6607.0,2019,53,11,1,-1.1439451466634083,-3.071884556856553,0.3696442969814365,0.02175665854353447,-0.0,9.89101738002087,0.6303557030185635,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,C,Industrias manufactureras,Elaboración de bebidas
HND,1200,5280.0,2019,53,9,1,-1.1439451466634083,-3.5189969768387517,0.3441931542914597,0.02175665854353447,-0.0,25.998671960129908,0.6558068457085403,Elaboración de productos de tabaco,Elaboración de productos de tabaco,C,Industrias manufactureras,Elaboración de productos de tabaco
HND,1311,9914.0,2019,53,8,1,-1.1439451466634083,-2.1418306847135997,0.35016551955158653,0.02175665854353447,0.0,31.933409069534683,0.6498344804484135,Preparación e hilatura de fibras textiles,Preparación e hilatura de fibras textiles,C,Industrias manufactureras,Fabricación de productos textiles
HND,1312,276.0,2019,53,5,0,-1.1439451466634083,0.363028432342907,0.23651011328041965,0.02175665854353447,0.7359871161190346,0.7152692950248446,0.7634898867195803,Tejedura de productos textiles,Tejedura de productos textiles,C,Industrias manufactureras,Fabricación de productos textiles
HND,1313,71320.0,2019,53,5,1,-1.1439451466634083,-1.279129062664207,0.34658518125179266,0.02175665854353447,0.0,100.28568345824776,0.6534148187482074,Acabado de productos textiles,Acabado de productos textiles,C,Industrias manufactureras,Fabricación de productos textiles
HND,1391,2839.0,2019,53,7,1,-1.1439451466634083,-1.567692338093346,0.33163610706749513,0.02175665854353447,0.0,26.869275079678527,0.6683638929325049,Fabricación de tejidos de punto y ganchillo,Fabricación de tejidos de punto y ganchillo,C,Industrias manufactureras,Fabricación de productos textiles
HND,1392,9677.0,2019,53,11,1,-1.1439451466634083,-3.060874918034072,0.3459604323796983,0.02175665854353447,0.0,13.381233115486468,0.6540395676203017,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir","Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",C,Industrias manufactureras,Fabricación de productos textiles
HND,1393,0.0,2019,53,4,0,-1.1439451466634083,0.39487241524649835,0.2168017014331425,0.02175665854353447,0.497777595429565,0.0,0.7831982985668575,Fabricación de tapices y alfombras,Fabricación de tapices y alfombras,C,Industrias manufactureras,Fabricación de productos textiles
HND,1394,0.0,2019,53,9,0,-1.1439451466634083,-0.2539113256116107,0.3014828159370003,0.02175665854353447,0.45423947505280166,0.0,0.6985171840629997,"Fabricación de cuerdas, cordeles, bramantes y redes","Fabricación de cuerdas, cordeles, bramantes y redes",C,Industrias manufactureras,Fabricación de productos textiles
HND,1399,3752.0,2019,53,7,1,-1.1439451466634083,-2.643832901761316,0.34879489426431437,0.02175665854353447,0.0,6.302017202744275,0.6512051057356856,Fabricación de otros productos textiles n.c.p.,Fabricación de otros productos textiles n.c.p.,C,Industrias manufactureras,Fabricación de productos textiles
HND,1410,16142.0,2019,53,12,1,-1.1439451466634083,-3.3476718833887986,0.35151727979462843,0.02175665854353447,-0.0,4.690037319978463,0.6484827202053716,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",C,Industrias manufactureras,Fabricación de prendas de vestir
HND,1511,2.0,2019,53,5,0,-1.1439451466634083,-2.8425147609336934,0.289025482803942,0.02175665854353447,0.11457619085370668,0.011247403379626762,0.710974517196058,Curtido y adobo de cueros; adobo y teñido de pieles,Curtido y adobo de cueros; adobo y teñido de pieles,C,Industrias manufactureras,Fabricación de productos de cuero y productos conexos
HND,1520,141.0,2019,53,10,0,-1.1439451466634083,-2.806078990126335,0.300585491159546,0.02175665854353447,0.03715643280149245,0.11825633623274627,0.699414508840454,Fabricación de calzado,Fabricación de calzado,C,Industrias manufactureras,Fabricación de productos de cuero y productos conexos
HND,1610,1084.0,2019,53,11,1,-1.1439451466634083,-1.7523692085948877,0.33202557111887915,0.02175665854353447,0.0,1.3410891669399363,0.6679744288811209,Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,C,Industrias manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables"
HND,1621,103.0,2019,53,9,0,-1.1439451466634083,-1.362981061170594,0.2823993381326643,0.02175665854353447,0.24114120325135358,0.24194696591156636,0.7176006618673356,Fabricación de hojas de madera para enchapado y tableros a base de madera,Fabricación de hojas de madera para enchapado y tableros a base de madera,C,Industrias manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables"
HND,1622,641.0,2019,53,10,0,-1.1439451466634083,0.25741473680436955,0.24090976809075954,0.02175665854353447,0.7147259557360286,0.5312965435742021,0.7590902319092405,Fabricación de partes y piezas de carpintería para edificios y construcciones,Fabricación de partes y piezas de carpintería para edificios y construcciones,C,Industrias manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables"
HND,1623,56.0,2019,53,9,0,-1.1439451466634083,-1.914482625653008,0.2685057915499162,0.02175665854353447,0.22053960420344532,0.1495579974110841,0.7314942084500837,Fabricación de recipientes de madera,Fabricación de recipientes de madera,C,Industrias manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables"
HND,1629,1344.0,2019,53,8,1,-1.1439451466634083,-4.397117594912464,0.35489906958931544,0.02175665854353447,-0.0,3.973527207063835,0.6451009304106845,"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables","Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",C,Industrias manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables"
HND,1701,94.0,2019,53,8,0,-1.1439451466634083,2.04812182193822,0.24594564872623217,0.02175665854353447,1.1217164101920456,0.17263173280965943,0.7540543512737679,"Fabricación de pasta de madera, papel y cartón","Fabricación de pasta de madera, papel y cartón",C,Industrias manufactureras,Fabricación de papel y de productos de papel
HND,1702,953.0,2019,53,7,0,-1.1439451466634083,-1.4278825798660149,0.26833513403850523,0.02175665854353447,0.43112243372094616,0.7601084315676704,0.7316648659614948,Fabricación de papel y cartón ondulado y de envases de papel y cartón,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C,Industrias manufactureras,Fabricación de papel y de productos de papel
HND,1709,1474.0,2019,53,10,1,-1.1439451466634083,-2.719853178540834,0.34732476277930824,0.02175665854353447,0.0,1.6711990846107359,0.6526752372206918,Fabricación de otros artículos de papel y cartón,Fabricación de otros artículos de papel y cartón,C,Industrias manufactureras,Fabricación de papel y de productos de papel
HND,1811,168.0,2019,53,14,0,-1.1439451466634083,-0.7898168676604518,0.2863522686673812,0.02175665854353447,0.4889537788693243,0.09585815672675102,0.7136477313326188,Impresión,Impresión,C,Industrias manufactureras,Impresión y reproducción de grabaciones
HND,1812,2133.0,2019,53,10,1,-1.1439451466634083,-0.17744011325369471,0.30883431495707786,0.02175665854353447,0.0,5.802652394418398,0.6911656850429222,Actividades de servicios relacionadas con la impresión,Actividades de servicios relacionadas con la impresión,C,Industrias manufactureras,Impresión y reproducción de grabaciones
HND,1920,6.0,2019,53,10,0,-1.1439451466634083,-1.675361275457936,0.29825037968119117,0.02175665854353447,0.2498353126354313,0.01445857013437725,0.7017496203188088,Fabricación de productos de la refinación del petróleo,Fabricación de productos de la refinación del petróleo,C,Industrias manufactureras,Fabricación de coque y productos de la refinación del petróleo
HND,2011,354.0,2019,53,6,0,-1.1439451466634083,5.5559241261524805,0.18438619859348895,0.02175665854353447,1.7416075823359896,0.2679972159224985,0.8156138014065111,Fabricación de sustancias químicas básicas,Fabricación de sustancias químicas básicas,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2012,38.0,2019,53,13,0,-1.1439451466634083,-0.02023911425791134,0.2935695885595973,0.02175665854353447,0.604065587947921,0.16543325291269398,0.7064304114404028,Fabricación de abonos y compuestos de nitrógeno,Fabricación de abonos y compuestos de nitrógeno,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2013,868.0,2019,53,7,1,-1.1439451466634083,2.9308374165613005,0.2890828615523352,0.02175665854353447,0.0,1.3100854752439994,0.7109171384476648,Fabricación de plásticos y caucho sintético en formas primarias,Fabricación de plásticos y caucho sintético en formas primarias,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2021,128.0,2019,53,8,0,-1.1439451466634083,-1.0055824979914711,0.29684588304842396,0.02175665854353447,0.3414090633434467,0.9613457558491434,0.703154116951576,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2022,16.0,2019,53,5,0,-1.1439451466634083,1.3237676931007158,0.2256047380798043,0.02175665854353447,1.0350973862559658,0.02282948959656354,0.7743952619201957,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas","Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas",C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2023,2090.0,2019,53,9,1,-1.1439451466634083,-1.251643427445128,0.3636392236438246,0.02175665854353447,0.0,1.5344450097380877,0.6363607763561754,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador","Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2029,41.0,2019,53,8,0,-1.1439451466634083,2.0563813755097406,0.23867619217200992,0.02175665854353447,1.2603166000576473,0.049203795754524035,0.76132380782799,Fabricación de otros productos químicos n.c.p.,Fabricación de otros productos químicos n.c.p.,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2030,857.0,2019,53,7,1,-1.1439451466634083,1.1010750824394318,0.2851738680297466,0.02175665854353447,0.0,7.392161736574245,0.7148261319702534,Fabricación de fibras artificiales,Fabricación de fibras artificiales,C,Industrias manufactureras,Fabricación de sustancias y productos químicos
HND,2100,2869.0,2019,53,10,1,-1.1439451466634083,0.07940281723823878,0.31488686804324095,0.02175665854353447,0.0,1.2768179879065917,0.685113131956759,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",C,Industrias manufactureras,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico"
HND,2211,1183.0,2019,53,7,1,-1.1439451466634083,-2.077279378010408,0.3240737006768053,0.02175665854353447,0.0,1.8282563810786567,0.6759262993231947,"Fabricación de llantas y tubos de hule, reconstrucción y revitalizado de llantas de hule",Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,C,Industrias manufactureras,Fabricación de productos de caucho y de plástico
HND,2219,714.0,2019,53,8,0,-1.1439451466634083,-0.94016388438356,0.23902765216223446,0.02175665854353447,0.694272739988979,0.7141195232400855,0.7609723478377656,Fabricación de otros productos de caucho,Fabricación de otros productos de caucho,C,Industrias manufactureras,Fabricación de productos de caucho y de plástico
HND,2220,4260.0,2019,53,7,0,-1.1439451466634083,-0.8941972487015877,0.256453996914559,0.02175665854353447,0.6992400102466976,0.6944209613362959,0.743546003085441,Fabricación de productos de plástico,Fabricación de productos de plástico,C,Industrias manufactureras,Fabricación de productos de caucho y de plástico
HND,2310,285.0,2019,53,8,0,-1.1439451466634083,0.16188943693278943,0.242904394777668,0.02175665854353447,0.8323560536911849,0.2989293787630297,0.757095605222332,Fabricación de vidrio y productos de vidrio,Fabricación de vidrio y productos de vidrio,C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2391,112.0,2019,53,9,1,-1.1439451466634083,-0.5871642529845904,0.32712235073636176,0.02175665854353447,0.0,1.153039526509127,0.6728776492636382,Fabricación de productos refractarios,Fabricación de productos refractarios,C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2392,12.0,2019,53,8,0,-1.1439451466634083,-2.1889030034242345,0.2763107911032539,0.02175665854353447,0.17612612131656083,0.025348094475572958,0.7236892088967462,Fabricación de materiales de construcción de arcilla,Fabricación de materiales de construcción de arcilla,C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2393,60.0,2019,53,6,0,-1.1439451466634083,-0.5674197581247038,0.22259505164912813,0.02175665854353447,0.7520535741265848,0.2246718774364002,0.7774049483508718,Fabricación de otros productos de porcelana y de cerámica,Fabricación de otros productos de porcelana y de cerámica,C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2394,676.0,2019,53,13,1,-1.1439451466634083,-1.191828850798759,0.32996436128744855,0.02175665854353447,0.0,2.7381678726062555,0.6700356387125515,"Fabricación de cemento, cal y yeso","Fabricación de cemento, cal y yeso",C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2395,780.0,2019,53,14,0,-1.1439451466634083,0.5843729838579368,0.27522501184272863,0.02175665854353447,0.7416017763149647,0.7364036604512835,0.7247749881572714,"Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso",C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2396,36.0,2019,53,6,0,-1.1439451466634083,-2.0201349479024517,0.25591539734617613,0.02175665854353447,0.18663686660392234,0.07106496071831492,0.7440846026538239,"Corte, talla y acabado de la piedra","Corte, talla y acabado de la piedra",C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2399,7.0,2019,53,11,0,-1.1439451466634083,0.37488248535449786,0.2704171781225709,0.02175665854353447,0.7691183565569666,0.01760015093195866,0.7295828218774292,Fabricación de otros productos minerales no metálicos n.c.p.,Fabricación de otros productos minerales no metálicos n.c.p.,C,Industrias manufactureras,Fabricación de otros productos minerales no metálicos
HND,2410,389.0,2019,53,5,0,-1.1439451466634083,0.2822719273695254,0.20554926779774013,0.02175665854353447,1.1104095511782988,0.21153453356250876,0.7944507322022598,Industrias básicas de hierro y acero,Industrias básicas de hierro y acero,C,Industrias manufactureras,Fabricación de metales comunes
HND,2420,167.0,2019,53,8,0,-1.1439451466634083,0.842853496495043,0.2698261814817192,0.02175665854353447,0.8956722393191567,0.2529077786386998,0.7301738185182808,Fabricación de metales preciosos básicos y de otros metales no ferrosos,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,C,Industrias manufactureras,Fabricación de metales comunes
HND,2431,22.0,2019,53,7,0,-1.1439451466634083,-1.499151330594297,0.2708547535070205,0.02175665854353447,0.5698203167613142,0.04301549303917547,0.7291452464929795,Fundición de hierro y acero,Fundición de hierro y acero,C,Industrias manufactureras,Fabricación de metales comunes
HND,2432,6.0,2019,53,6,0,-1.1439451466634083,-1.2432465826659505,0.21398468638375934,0.02175665854353447,0.6652040433857435,0.012975266987576665,0.7860153136162407,Fundición de metales no ferrosos,Fundición de metales no ferrosos,C,Industrias manufactureras,Fabricación de metales comunes
HND,2511,1602.0,2019,53,12,0,-1.1439451466634083,-1.6371730154155548,0.28939490719113753,0.02175665854353447,0.22490322112899624,0.3864891134913964,0.7106050928088625,Fabricación de productos metálicos para uso estructural,Fabricación de productos metálicos para uso estructural,C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2512,1.0,2019,53,5,0,-1.1439451466634083,-2.0812664743468265,0.2419119410990076,0.02175665854353447,0.18534450523870236,0.001919826659285102,0.7580880589009924,"Fabricación de tanques, depósitos y recipientes de metal","Fabricación de tanques, depósitos y recipientes de metal",C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2513,1.0,2019,53,5,0,-1.1439451466634083,0.6793767353422603,0.23250439949938181,0.02175665854353447,0.6989403110221268,0.009082157079776759,0.7674956005006182,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central","Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2520,2.0,2019,53,6,0,-1.1439451466634083,-1.063539234620346,0.2640672961306726,0.02175665854353447,0.3834472457199037,0.006170851726505611,0.7359327038693274,Fabricación de armas y municiones,Fabricación de armas y municiones,C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2591,56.0,2019,53,4,0,-1.1439451466634083,4.6192740083059,0.1671096971786112,0.02175665854353447,1.7891729979952777,0.03934571567170736,0.8328903028213888,"Forja, prensado, estampado y laminado de metales; pulvimetalurgia","Forja, prensado, estampado y laminado de metales; pulvimetalurgia",C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2592,5.0,2019,53,6,0,-1.1439451466634083,2.75603114347281,0.18073100115788107,0.02175665854353447,1.3762552140362119,0.0011571563324788842,0.8192689988421189,Tratamiento y revestimiento de metales; maquinado,Tratamiento y revestimiento de metales; maquinado,C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2593,7.0,2019,53,3,0,-1.1439451466634083,2.5177848563327854,0.14610729130333344,0.02175665854353447,1.3399793134936695,0.004866767037491415,0.8538927086966666,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2599,10157.0,2019,53,7,1,-1.1439451466634083,-4.007814771296953,0.33655028432107675,0.02175665854353447,-0.0,4.02066163067542,0.6634497156789232,Fabricación de otros productos elaborados de metal n.c.p.,Fabricación de otros productos elaborados de metal n.c.p.,C,Industrias manufactureras,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo"
HND,2610,126.0,2019,53,2,0,-1.1439451466634083,1.7066762332605971,0.1934720046970814,0.02175665854353447,0.6494685974800524,0.05283649476349808,0.8065279953029186,Fabricación de componentes y tableros electrónicos,Fabricación de componentes y tableros electrónicos,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2620,0.0,2019,53,7,0,-1.1439451466634083,-1.2876092922093714,0.24006335414211222,0.02175665854353447,0.632577317335332,0.0,0.7599366458578878,Fabricación de ordenadores (computadoras) y equipo periférico,Fabricación de ordenadores y equipo periférico,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2630,5.0,2019,53,5,0,-1.1439451466634083,2.0079519728545376,0.20607265845450737,0.02175665854353447,1.0325207833599936,0.005312533645314708,0.7939273415454926,Fabricación de equipo de comunicaciones,Fabricación de equipo de comunicaciones,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2640,24.0,2019,53,3,0,-1.1439451466634083,3.6495055922743114,0.16916912827027691,0.02175665854353447,1.4969177158396278,0.15745472434501695,0.830830871729723,Fabricación de aparatos electrónicos de consumo,Fabricación de aparatos electrónicos de consumo,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2651,1629.0,2019,53,4,1,-1.1439451466634083,3.7751035154382198,0.2710186983972071,0.02175665854353447,0.0,1.0158765393052025,0.7289813016027928,"Fabricación de equipo de medición, prueba, navegación y control","Fabricación de equipo de medición, prueba, navegación y control",C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2652,7.0,2019,53,3,0,-1.1439451466634083,3.8221067736151997,0.1521970101629665,0.02175665854353447,1.4051340493620996,0.18159711715087412,0.8478029898370335,Fabricación de relojes,Fabricación de relojes,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2660,1.0,2019,53,6,0,-1.1439451466634083,4.567590992757568,0.1723982221179381,0.02175665854353447,1.7491176749778634,0.0030480286174938685,0.8276017778820619,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2670,1.0,2019,53,3,0,-1.1439451466634083,3.173543807512519,0.17609759376046416,0.02175665854353447,1.4380097873011095,0.003815972787410329,0.8239024062395358,Fabricación de instrumentos ópticos y equipo fotográfico,Fabricación de instrumentos ópticos y equipo fotográfico,C,Industrias manufactureras,"Fabricación de productos de informática, de electrónica y de óptica"
HND,2710,8.0,2019,53,6,0,-1.1439451466634083,1.8742498973113142,0.20276265772078372,0.02175665854353447,1.2345342401612607,0.0027905248573629263,0.7972373422792163,"Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica","Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica",C,Industrias manufactureras,Fabricación de equipo eléctrico
HND,2731,0.0,2019,53,7,0,-1.1439451466634083,1.699307079186545,0.21927959277259282,0.02175665854353447,0.9735165783669578,0.0,0.7807204072274072,Fabricación de cables de fibra óptica,Fabricación de cables de fibra óptica,C,Industrias manufactureras,Fabricación de equipo eléctrico
HND,2732,0.0,2019,53,10,0,-1.1439451466634083,-0.46656226776548587,0.26708906641856345,0.02175665854353447,0.4720165862715621,0.0,0.7329109335814366,Fabricación de otros hilos y cables eléctricos,Fabricación de otros hilos y cables eléctricos,C,Industrias manufactureras,Fabricación de equipo eléctrico
