REF_AREA,ACTIVITY,OBS_VALUE,TIME_PERIOD,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,distance,density_norm,clase_titulo,seccion_codigo,seccion_titulo
HND,4651,358.0,2019,53,9,0,-1.1439451466634083,3.385380229568081,0.24485434881306964,0.02175665854353447,1.3187824656390896,0.25543796974515687,0.7551456511869303,-1.4474260821530056,"Venta al por mayor de ordenadores, equipo periférico y programas de informática",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4652,783.0,2019,53,6,0,-1.1439451466634083,2.085304014056718,0.24543823496310324,0.02175665854353447,0.963976734872934,0.739369090735116,0.7545617650368968,-1.4411294822020166,"Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4659,1468.0,2019,53,8,0,-1.1439451466634083,3.1109556888999403,0.25112671905043576,0.02175665854353447,1.1351728891280772,0.29996106320541477,0.7488732809495642,-1.3797851454277346,Venta al por mayor de otros tipos de maquinaria y equipo,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4662,308.0,2019,53,3,0,-1.1439451466634083,6.768235807773656,0.15009622441092493,0.02175665854353447,1.774563671725191,0.3572073439287757,0.849903775589075,-2.4692931044004536,Venta al por mayor de metales y minerales metalíferos,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4663,1522.0,2019,53,9,0,-1.1439451466634083,2.874073420071197,0.23669982264319983,0.02175665854353447,1.2011569875063335,0.29521900261211526,0.7633001773568002,-1.535364097258496,"Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4669,444.0,2019,53,11,0,-1.1439451466634083,-0.30471323991342114,0.2868859822679487,0.02175665854353447,0.4878692724718785,0.22339483381440395,0.7131140177320513,-0.9941589835298361,"Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas
HND,4911,21.0,2019,53,7,0,-1.1439451466634083,-1.008658786476192,0.24937129180881304,0.02175665854353447,0.3103427209075929,0.03424105319672496,0.750628708191187,-1.3987155877458652,Transporte interurbano de pasajeros por ferrocarril,H,Transporte y almacenamiento
HND,4922,860.0,2019,53,10,0,-1.1439451466634083,0.504532240395265,0.26552736532548876,0.02175665854353447,0.7903276236524909,0.29400032843629087,0.7344726346745112,-1.2244892737505388,Otras actividades de transporte por vía terrestre,H,Transporte y almacenamiento
HND,4923,2794.0,2019,53,12,0,-1.1439451466634083,0.07537367127554344,0.2736830340156762,0.02175665854353447,0.5569137255497327,0.2224785913057161,0.7263169659843238,-1.1365389377613015,Transporte de carga por carretera,H,Transporte y almacenamiento
HND,4930,0.0,2019,53,9,0,-1.1439451466634083,-1.4231955740195155,0.28797300045789603,0.02175665854353447,0.186688507924225,0.0,0.712026999542104,-0.9824366320386204,Transporte por tuberías,H,Transporte y almacenamiento
HND,5012,96.0,2019,53,6,0,-1.1439451466634083,3.1287123135542174,0.24421174095601417,0.02175665854353447,1.0306903865847186,0.22308142189671076,0.7557882590439858,-1.454355934147282,Transporte de carga marítimo y de cabotaje,H,Transporte y almacenamiento
HND,5021,61.0,2019,53,5,0,-1.1439451466634083,4.168140245208049,0.1559551568979051,0.02175665854353447,1.6165172178903044,0.8579623332965746,0.8440448431020949,-2.4061106603430895,Transporte de pasajeros por vías de navegación interiores,H,Transporte y almacenamiento
HND,5022,0.0,2019,53,6,0,-1.1439451466634083,-2.1760951663200596,0.2731909137322621,0.02175665854353447,0.17170660568782775,0.0,0.7268090862677379,-1.1418459390529874,Transporte de carga por vías de navegación interiores,H,Transporte y almacenamiento
HND,5120,6.0,2019,53,6,0,-1.1439451466634083,1.3323888108760396,0.23331983377529053,0.02175665854353447,0.8872814934534858,0.12012905486915075,0.7666801662247095,-1.5718137334397904,Transporte de carga por vía aérea,H,Transporte y almacenamiento
HND,5210,210.0,2019,53,9,0,-1.1439451466634083,1.4821595094945503,0.24886408685465455,0.02175665854353447,0.9701091276469439,0.16924541470839305,0.7511359131453454,-1.404185261395963,Almacenamiento y depósito,H,Transporte y almacenamiento
HND,5221,520.0,2019,53,8,0,-1.1439451466634083,-2.5694907882955187,0.29024207542968317,0.02175665854353447,-0.0033425461310200464,0.2809795912871882,0.7097579245703168,-0.9579670374861152,Actividades de servicios vinculadas al transporte terrestre,H,Transporte y almacenamiento
HND,5223,540.0,2019,53,12,0,-1.1439451466634083,0.14376906165392567,0.270391299456934,0.02175665854353447,0.6408986687160719,0.45256648926752246,0.729608700543066,-1.172036843748714,Actividades de servicios vinculadas al transporte aéreo,H,Transporte y almacenamiento
HND,5224,692.0,2019,53,9,0,-1.1439451466634083,0.4543789714364334,0.27980460515956995,0.02175665854353447,0.6086261174707854,0.6396358019585812,0.72019539484043,-1.070524211153384,Manipulación de la carga,H,Transporte y almacenamiento
HND,5229,1871.0,2019,53,5,0,-1.1439451466634083,3.3877322981193596,0.17497582906265527,0.02175665854353447,1.3669359772893177,0.3954844107170136,0.8250241709373447,-2.2009926533250206,Otras actividades de apoyo al transporte,H,Transporte y almacenamiento
HND,5510,6009.0,2019,53,7,0,-1.1439451466634083,-1.0274569626795553,0.2610487654509285,0.02175665854353447,0.3008372793254538,0.6465131945233419,0.7389512345490715,-1.2727862777966756,Actividades de alojamiento para estancias cortas,I,Actividades de alojamiento y de servicio de comidas
HND,5520,6.0,2019,53,7,0,-1.1439451466634083,0.16921782046546474,0.2516074894253603,0.02175665854353447,0.5415377644343191,0.025116638830282693,0.7483925105746396,-1.3746005409992637,"Actividades de campamentos, parques de vehículos recreativos y parques de caravanas",I,Actividades de alojamiento y de servicio de comidas
HND,5590,147.0,2019,53,9,0,-1.1439451466634083,-1.4689791517892248,0.28409629871733594,0.02175665854353447,0.33428174109474995,0.8345862281396146,0.7159037012826641,-1.024242795771405,Otras actividades de alojamiento,I,Actividades de alojamiento y de servicio de comidas
HND,5912,4.0,2019,53,4,0,-1.1439451466634083,2.038122106549942,0.20850213924107727,0.02175665854353447,0.7819663464225882,0.03432624014474316,0.7914978607589227,-1.8394465488076437,"Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión",J,Información y comunicaciones
HND,5913,0.0,2019,53,7,0,-1.1439451466634083,1.292686059699514,0.24160416294715542,0.02175665854353447,0.847631549854367,0.0,0.7583958370528445,-1.482475929050116,"Actividades de distribución de películas cinematográficas, vídeos y programas de televisión",J,Información y comunicaciones
HND,5920,4.0,2019,53,9,0,-1.1439451466634083,2.881310263233444,0.23221967283496464,0.02175665854353447,1.2833397885608369,0.03962605726255713,0.7677803271650354,-1.5836778157142843,Actividades de grabación de sonido y edición de música,J,Información y comunicaciones
HND,6190,86.0,2019,53,10,0,-1.1439451466634083,-1.038736665081393,0.2853181836778297,0.02175665854353447,0.33395924152881407,0.18224323011117954,0.7146818163221703,-1.011066047561302,Otras actividades de telecomunicaciones,J,Información y comunicaciones
HND,6201,904.0,2019,53,10,0,-1.1439451466634083,0.04040493957847608,0.25514915220075074,0.02175665854353447,0.6478266225924556,0.16437106248233457,0.7448508477992493,-1.3364074212332615,Programación informática,J,Información y comunicaciones
HND,6202,1127.0,2019,53,7,0,-1.1439451466634083,3.230173016297005,0.2167780971509246,0.02175665854353447,1.0920495999955575,0.20790477564829604,0.7832219028490754,-1.7501990197019548,Consultoría de informática y gestión de instalaciones informáticas,J,Información y comunicaciones
HND,6209,1318.0,2019,53,7,0,-1.1439451466634083,1.211185091682736,0.21433082956445892,0.02175665854353447,0.9725760646428502,0.7748249589307841,0.7856691704355411,-1.7765902347772058,Otras actividades de tecnología de la información y de servicios informáticos,J,Información y comunicaciones
HND,6311,81.0,2019,53,7,0,-1.1439451466634083,0.5228355843968971,0.22345448119295147,0.02175665854353447,0.7394964093993319,0.06605284687156264,0.7765455188070485,-1.67820121768286,"Procesamiento de datos, hospedaje y actividades conexas",J,Información y comunicaciones
HND,6810,1456.0,2019,53,10,0,-1.1439451466634083,0.9058408549203972,0.25680750793073825,0.02175665854353447,0.8348936616372327,0.39275502447675764,0.7431924920692617,-1.3185237933932092,Actividades inmobiliarias realizadas con bienes propios o arrendados,L,Actividades inmobiliarias
HND,6910,1120.0,2019,53,8,0,-1.1439451466634083,2.7563132126281165,0.2522184207116783,0.02175665854353447,1.310621929186617,0.33596638430669484,0.7477815792883217,-1.3680122876089986,Actividades jurídicas,M,"Actividades profesionales, científicas y técnicas"
HND,6920,1248.0,2019,53,10,0,-1.1439451466634083,2.6658366074933992,0.2337628082913631,0.02175665854353447,1.1478086668343432,0.19980856485767973,0.7662371917086369,-1.567036717721861,"Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal",M,"Actividades profesionales, científicas y técnicas"
HND,7010,2105.0,2019,53,4,0,-1.1439451466634083,4.649051896018452,0.16276838039201474,0.02175665854353447,1.4105424562198827,0.992278626277003,0.8372316196079852,-2.3326371883030013,Actividades de oficinas principales,M,"Actividades profesionales, científicas y técnicas"
HND,7020,555.0,2019,53,12,0,-1.1439451466634083,0.18456285393284028,0.29054653929471935,0.02175665854353447,0.548385638179042,0.11506128827556449,0.7094534607052807,-0.9546837139177201,Actividades de consultoría de gestión,M,"Actividades profesionales, científicas y técnicas"
HND,7110,1164.0,2019,53,8,0,-1.1439451466634083,3.687915204907178,0.22669358863108097,0.02175665854353447,1.4584056557126788,0.14080218631483662,0.773306411368919,-1.6432708400141982,Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica,M,"Actividades profesionales, científicas y técnicas"
HND,7210,111.0,2019,53,8,0,-1.1439451466634083,2.727343442471753,0.21131098672454796,0.02175665854353447,1.1930738263168823,0.055149749451619025,0.788689013275452,-1.809156073642683,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,M,"Actividades profesionales, científicas y técnicas"
HND,7310,1745.0,2019,53,10,0,-1.1439451466634083,2.466273609205742,0.26736812110780417,0.02175665854353447,1.079681386559189,0.5915407286581309,0.7326318788921958,-1.2046386525839927,Publicidad,M,"Actividades profesionales, científicas y técnicas"
HND,7410,74.0,2019,53,8,0,-1.1439451466634083,1.7521209105000042,0.23613826540550387,0.02175665854353447,0.9187223223534703,0.13238050600125625,0.7638617345944961,-1.5414199033007365,Actividades especializadas de diseño,M,"Actividades profesionales, científicas y técnicas"
HND,7490,473.0,2019,53,10,0,-1.1439451466634083,0.9130428861552501,0.25385525309468837,0.02175665854353447,0.6949869548578577,0.28487689451798853,0.7461447469053116,-1.350360766499883,"Otras actividades profesionales, científicas y técnicas n.c.p.",M,"Actividades profesionales, científicas y técnicas"
HND,7730,508.0,2019,53,10,0,-1.1439451466634083,1.073909628095835,0.28937219588252155,0.02175665854353447,0.732218631365906,0.47430816403645315,0.7106278041174785,-0.9673477763745252,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles",N,Actividades de servicios administrativos y de apoyo
HND,7740,2.0,2019,53,5,0,-1.1439451466634083,6.446136710316293,0.1593743665549501,0.02175665854353447,1.7655853450643817,0.015350252495654672,0.8406256334450499,-2.3692380690721166,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",N,Actividades de servicios administrativos y de apoyo
HND,7830,108.0,2019,53,9,0,-1.1439451466634083,-0.16228109316606895,0.27138348049110184,0.02175665854353447,0.5577091916765012,0.06047121010280252,0.7286165195088982,-1.16133721155029,Otras actividades de dotación de recursos humanos,N,Actividades de servicios administrativos y de apoyo
HND,7911,676.0,2019,53,10,0,-1.1439451466634083,-1.3921665759879789,0.31231017285104357,0.02175665854353447,0.21808697426935672,0.8009755543206343,0.6876898271489564,-0.7199857441573319,Actividades de agencias de viajes,N,Actividades de servicios administrativos y de apoyo
HND,7912,203.0,2019,53,9,0,-1.1439451466634083,1.6742764372449919,0.2393377366008962,0.02175665854353447,1.0602837998239334,0.353478974574194,0.7606622633991038,-1.5069169609532618,Actividades de operadores turísticos,N,Actividades de servicios administrativos y de apoyo
HND,8110,14.0,2019,53,5,0,-1.1439451466634083,4.113896835296074,0.17804710367108714,0.02175665854353447,1.578784405933733,0.006365280362301047,0.8219528963289129,-2.1678721767598317,Actividades combinadas de apoyo a instalaciones,N,Actividades de servicios administrativos y de apoyo
HND,8129,98.0,2019,53,6,0,-1.1439451466634083,0.6109253850841836,0.22478787417860835,0.02175665854353447,0.6322569562960251,0.044854982751299025,0.7752121258213917,-1.663821972332284,Otras actividades de limpieza de edificios y de instalaciones industriales,N,Actividades de servicios administrativos y de apoyo
HND,8219,55.0,2019,53,7,0,-1.1439451466634083,0.5937767086255424,0.25068980081071507,0.02175665854353447,0.6803643895068613,0.31395131730334047,0.749310199189285,-1.3844968505549298,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina",N,Actividades de servicios administrativos y de apoyo
HND,8230,80.0,2019,53,7,0,-1.1439451466634083,1.7963001380769887,0.2466033492069568,0.02175665854353447,1.1487834940371118,0.11751963527411283,0.7533966507930432,-1.4285649466494557,Organización de convenciones y exposiciones comerciales,N,Actividades de servicios administrativos y de apoyo
HND,8291,4.0,2019,53,7,0,-1.1439451466634083,3.4471806684627517,0.21797188680991003,0.02175665854353447,1.4232557392796208,0.009524190726863932,0.7820281131900899,-1.7373252498620189,Actividades de agencias de cobro y agencias de calificación crediticia,N,Actividades de servicios administrativos y de apoyo
HND,8292,110.0,2019,53,5,0,-1.1439451466634083,1.7871470084572714,0.18597587760914142,0.02175665854353447,1.3173657936857455,0.15124867168711892,0.8140241223908586,-2.082368662783891,Actividades de envasado y empaquetado,N,Actividades de servicios administrativos y de apoyo
HND,8299,804.0,2019,53,6,0,-1.1439451466634083,1.290142073352376,0.19964038727896594,0.02175665854353447,1.1108807260494586,0.21030629878384124,0.8003596127210341,-1.935011252589531,Otras actividades de servicios de apoyo a las empresas n.c.p.,N,Actividades de servicios administrativos y de apoyo
